AreaCode,03/01/20,03/02/20,03/03/20,03/04/20,03/05/20,03/06/20,03/07/20,03/08/20,03/09/20,03/10/20,03/11/20,03/12/20,03/13/20,03/14/20,03/15/20,03/16/20,03/17/20,03/18/20,03/19/20,03/20/20,03/21/20,03/22/20,03/23/20,03/24/20,03/25/20,03/26/20,03/27/20,03/28/20,03/29/20,03/30/20,03/31/20,04/01/20,04/02/20,04/03/20,04/04/20,04/05/20,04/06/20,04/07/20,04/08/20,04/09/20,04/10/20,04/11/20,04/12/20,04/13/20,04/14/20
E06000001,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,6,7,11,12,12,15,17,23,23,29,33,36,49,55,64,64,69,69,74
E06000002,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,7,9,9,17,19,26,33,44,59,74,92,111,126,151,169,196,213,235,237,258,274,291
E06000003,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1,1,0,1,1,1,2,3,3,3,7,10,10,13,15,25,34,43,51,55,64,75,84,100,112,119,128,139,140,149,157,173
E06000004,NA,NA,NA,NA,0,NA,0,0,0,0,2,2,2,2,2,2,3,6,9,9,10,11,12,12,14,16,24,29,34,43,47,60,70,77,81,108,117,123,143,152,173,177,189,192,201
E06000005,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,2,2,2,1,2,2,2,3,3,3,3,4,5,11,14,15,16,23,24,30,32,32,45,52,55,77,95,109,120,130,130,143
E06000006,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,3,4,4,5,7,7,7,8,8,8,10,12,16,19,25,32,41,51,61,75,95,107,127,148,159,164,183,194,207
E06000007,NA,NA,NA,NA,0,NA,0,0,0,0,1,1,1,1,1,1,3,4,4,4,4,4,7,8,9,10,15,19,21,22,32,40,65,82,97,122,138,162,182,211,241,259,301,326,343
E06000008,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,6,7,10,12,14,20,25,37,43,52,63,71,86,92,95,106,124,139,152,164
E06000009,NA,NA,NA,NA,0,NA,0,0,0,0,0,2,2,1,3,2,3,4,3,5,5,6,6,8,8,8,9,10,10,18,18,27,28,41,50,66,72,85,94,98,108,119,131,149,162
E06000010,NA,NA,NA,NA,1 to 4,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,4,5,5,9,11,11,14,18,21,28,31,38,38,58,74,85,97,112,135,135
E06000011,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1,2,3,4,9,10,10,15,15,15,16,16,19,21,23,26,31,35,38,46,56,72,78,88,96,97,123,150,174,187,204,220,223
E06000012,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,5,5,8,16,20,21,23,23,29,36,43,49,49,50,58,61,64,64,75,79
E06000013,NA,NA,NA,NA,0,NA,0,0,0,0,1,1,1,1,2,1,1,1,1,1,2,2,3,5,5,6,6,7,13,15,17,23,24,29,43,51,62,62,66,71,77,91,95,125,124
E06000014,NA,NA,NA,NA,1 to 4,NA,3,3,3,3,3,3,4,4,4,4,3,4,5,6,8,10,10,11,14,14,17,19,21,30,32,35,36,57,57,71,75,75,87,101,111,119,125,127,129
E06000015,NA,NA,NA,NA,0,NA,0,0,0,0,1,1,1,3,5,4,0,11,9,12,18,23,23,37,40,58,77,100,105,118,122,143,167,187,194,239,263,263,300,303,313,321,343,354,367
E06000016,NA,NA,NA,NA,0,NA,0,0,0,0,0,2,2,2,2,1,0,3,5,11,14,19,22,24,32,45,61,65,65,65,89,101,107,149,159,195,211,211,250,287,305,331,363,384,409
E06000017,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,5,6,6,6,6,6,8,8,9,9,9,9,11
E06000018,NA,NA,NA,NA,1 to 4,NA,2,2,2,2,3,3,5,5,5,10,12,14,14,22,22,34,41,49,57,67,79,91,97,99,100,120,125,161,161,191,204,204,232,261,276,287,299,313,330
E06000019,NA,NA,NA,NA,0,NA,0,0,0,1,1,1,1,1,1,1,1,3,3,3,7,7,7,15,15,21,23,25,25,25,35,40,47,51,57,62,66,70,81,84,86,93,98,104,113
E06000020,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,12,17,21,23,34,40,40,48,51,62,70,73,73,79,96,102,118,122,125,129,137
E06000021,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,9,12,16,21,27,28,33,37,55,61,76,80,106,115,117,130,136,157,181,190,200,210
E06000022,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1,2,1,3,3,4,5,11,13,16,17,20,23,26,32,36,39,41,45,52,52,58,58,66,67,77,84,97,105,115,130,131
E06000023,NA,NA,NA,NA,0,NA,1,2,2,2,3,3,5,4,5,7,8,12,12,13,20,23,28,37,41,51,56,65,78,92,103,117,137,156,166,167,211,211,234,245,269,291,304,333,354
E06000024,NA,NA,NA,NA,0,NA,0,0,1,1,0,0,0,0,0,2,3,4,4,4,5,5,7,21,21,22,24,31,32,36,40,42,50,58,66,66,82,82,91,96,100,106,112,115,120
E06000025,NA,NA,NA,NA,0,NA,0,0,0,0,1,1,1,2,4,5,6,9,12,13,14,17,19,19,25,31,37,49,53,58,66,76,91,104,113,113,139,139,155,165,191,199,211,220,219
E06000026,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1,1,2,2,2,5,7,7,11,11,11,16,21,26,32,39,42,44,50,56,60,71,71,97,102,102,110,112,119,132,142,142,150
E06000027,NA,NA,NA,NA,1 to 4,NA,4,6,7,7,7,7,7,7,7,7,6,6,8,10,10,16,17,17,18,21,23,25,30,35,36,42,49,51,53,54,57,57,64,66,74,87,96,98,101
E06000030,NA,NA,NA,NA,0,NA,1,2,2,2,2,2,2,2,2,2,2,3,4,5,5,6,7,7,8,11,16,18,26,28,29,31,40,44,49,50,74,75,88,111,125,144,160,177,187
E06000031,NA,NA,NA,NA,1 to 4,NA,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2,2,3,6,9,10,11,20,21,24,36,36,37,48,48,48,61,62,80,85,99,101,101,102,103
E06000032,NA,NA,NA,NA,0,NA,2,2,2,2,2,2,3,3,2,3,3,3,3,4,5,8,15,19,29,30,47,53,63,69,86,91,115,116,128,163,167,195,205,218,249,290,313,334,367
E06000033,NA,NA,NA,NA,0,NA,1,1,1,1,1,1,2,2,3,3,4,5,4,5,8,8,8,8,9,12,17,23,24,31,39,44,71,76,76,97,118,136,156,160,180,194,208,214,220
E06000034,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,1,1,1,2,3,6,8,10,13,15,15,20,26,33,37,41,54,62,79,83,83,105,120,125,134,145,155,172,186,189,195
E06000035,NA,NA,NA,NA,0,NA,2,2,2,2,2,2,2,2,2,2,4,4,8,11,11,11,15,19,25,32,48,50,57,72,78,98,110,116,144,153,153,196,232,236,285,317,338,352,389
E06000036,NA,NA,NA,NA,0,NA,2,2,2,2,2,4,4,3,5,4,3,3,3,3,3,3,3,3,3,3,16,17,19,21,21,35,36,36,45,57,69,79,79,90,90,103,103,104,107
E06000037,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1,3,3,3,3,3,3,6,7,8,10,12,16,18,32,36,40,41,43,63,66,69,74,80,92,107,121,131,132,143,144,146,148
E06000038,NA,NA,NA,NA,0,NA,0,0,0,0,0,2,3,3,3,3,3,5,7,7,7,8,8,8,9,10,25,27,27,28,29,66,67,67,79,89,111,128,129,141,141,159,159,161,163
E06000039,NA,NA,NA,NA,0,NA,0,0,0,1,1,1,2,2,3,2,12,13,17,20,21,21,22,22,22,22,59,69,73,73,73,115,117,117,129,143,155,167,169,194,196,207,207,207,209
E06000040,NA,NA,NA,NA,0,NA,0,0,0,1,1,1,4,5,6,6,9,10,13,13,13,13,13,13,13,14,37,44,48,48,49,75,75,76,88,99,105,116,117,126,126,133,135,138,142
E06000041,NA,NA,NA,NA,1 to 4,NA,2,3,3,3,3,3,4,6,5,6,8,10,9,12,13,13,13,13,13,13,22,23,23,23,24,67,67,69,83,101,114,129,129,142,142,156,156,157,155
E06000042,NA,NA,NA,NA,0,NA,1,1,1,2,2,2,2,2,4,3,3,4,5,7,7,11,17,25,29,38,58,71,82,94,106,117,127,141,149,155,181,186,195,221,239,263,273,286,292
E06000043,NA,NA,NA,NA,6,NA,7,7,8,8,8,8,9,9,10,10,9,11,12,14,17,17,17,25,25,30,33,33,33,33,44,49,50,71,73,84,85,86,153,165,182,199,204,213,218
E06000044,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1,1,1,3,4,5,13,22,25,25,29,33,42,50,64,70,72,78,79,83,85,89,96,104,115,130,136,151,155,169,182,189
E06000045,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,1,1,3,4,7,7,8,11,11,24,28,32,37,41,43,68,76,100,105,128,145,147,149,181,191,192,212,221,228,230,261
E06000046,NA,NA,NA,NA,0,NA,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,3,3,7,8,10,10,11,13,14,17,19,25,32,32,36,38,41,41,45,53,56,53
E06000047,NA,NA,NA,NA,0,NA,0,0,0,1,1,1,1,1,1,1,1,3,5,7,11,11,14,18,25,29,56,69,81,100,120,131,165,198,199,260,292,303,410,450,482,519,566,573,690
E06000049,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1,1,0,7,8,9,9,11,18,18,25,30,31,35,42,54,61,74,76,102,111,144,171,196,209,226,257,278,316,368,386,433
E06000050,NA,NA,NA,NA,0,NA,0,0,0,0,0,2,3,3,4,4,5,5,7,10,10,11,16,18,18,24,25,31,34,45,54,65,97,116,149,167,200,227,261,289,311,342,383,410,423
E06000051,NA,NA,NA,NA,0,NA,0,0,0,1,2,2,3,3,4,2,2,3,3,3,3,3,10,27,33,44,53,56,67,78,85,102,106,120,138,143,143,157,174,184,205,227,234,240,252
E06000052,NA,NA,NA,NA,1 to 4,NA,2,3,4,4,5,5,5,4,5,8,10,10,10,16,20,20,25,30,37,43,48,56,64,69,81,99,114,125,149,187,198,198,224,246,259,274,290,301,321
E06000053,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06000054,NA,NA,NA,NA,1 to 4,NA,3,3,3,4,4,4,4,5,5,7,7,9,12,17,20,23,28,34,39,43,54,58,67,76,83,93,105,110,120,120,154,156,180,195,210,213,227,234,245
E06000055,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,7,7,7,10,20,25,32,34,60,60,72,74,83,97,110,120,135,139,158,174,185,208,239
E06000056,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1,3,4,6,6,7,8,11,14,19,22,24,28,42,48,56,60,78,81,99,99,116,132,144,164,173,190,206,227,239,256,289
E06000057,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,4,6,7,10,10,10,13,19,23,45,53,61,67,76,92,119,142,142,188,211,211,272,298,331,344,363,366,420
E06000058,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,3,4,5,5,6,7,9,10,11,12,13,14,15,15,20,25,34,39,51,58,58,74,83,85,115,116,127,131,164,184,203,216,238
E06000059,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1,1,1,2,2,5,7,7,8,11,14,15,23,25,29,30,36,45,54,62,73,80,91,95,126,126,136,142,159,174,192,198,203
E08000001,NA,NA,NA,NA,1 to 4,NA,1,2,3,3,3,3,3,3,3,3,5,7,9,13,15,17,18,19,21,25,27,33,42,47,48,51,69,80,109,133,170,185,204,223,249,272,321,364,400
E08000002,NA,NA,NA,NA,1 to 4,NA,4,3,3,3,3,3,3,3,3,6,7,7,8,10,11,14,15,17,23,27,30,40,55,59,72,75,87,102,104,124,138,151,166,177,198,207,213,233,253
E08000003,NA,NA,NA,NA,1 to 4,NA,5,5,5,5,5,7,7,9,9,8,14,18,21,26,28,31,37,41,45,55,63,76,91,109,126,155,195,224,252,293,323,361,395,454,512,556,611,643,694
E08000004,NA,NA,NA,NA,1 to 4,NA,2,2,4,4,4,4,6,6,6,10,10,12,14,14,15,23,28,34,42,48,51,73,82,101,108,114,125,149,152,194,216,232,248,267,284,296,306,332,359
E08000005,NA,NA,NA,NA,0,NA,0,0,0,0,1,1,2,2,2,4,4,6,9,12,13,15,19,24,29,38,40,52,65,78,89,94,105,126,127,155,167,186,195,209,222,240,251,267,271
E08000006,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,1,1,4,4,9,10,12,23,25,31,47,52,58,78,92,104,127,129,158,190,191,226,242,259,273,285,310,321,327,345,362
E08000007,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2,3,3,3,10,10,13,21,24,29,36,42,45,48,59,66,79,93,101,107,140,156,193,225,246,270,298,338,368,388,429,464,491
E08000008,NA,NA,NA,NA,0,NA,0,1,1,1,1,1,1,2,3,3,10,12,14,19,21,21,27,32,35,40,43,52,58,62,69,77,94,109,129,145,162,182,191,217,227,241,263,276,285
E08000009,NA,NA,NA,NA,1 to 4,NA,4,4,4,4,4,4,5,7,6,7,12,14,13,15,19,23,28,31,40,46,53,64,77,86,96,104,126,139,173,201,222,240,257,272,297,326,342,365,382
E08000010,NA,NA,NA,NA,1 to 4,NA,3,3,3,3,3,3,3,3,3,3,4,4,4,6,9,9,9,11,14,16,21,30,39,53,65,67,91,110,116,156,185,197,209,223,253,266,281,296,320
E08000011,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,4,5,8,9,12,15,19,26,34,42,53,79,89,110,133,167,169,198,227,245,248,285,293,316
E08000012,NA,NA,NA,NA,0,NA,3,4,5,5,6,8,8,6,9,6,11,12,13,14,18,22,35,41,57,72,100,132,157,197,217,262,309,342,387,455,510,552,587,634,702,765,849,882,946
E08000013,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,3,6,8,16,17,32,33,39,49,61,72,112,122,148,184,236,239,269,306,329,330,361,369,389
E08000014,NA,NA,NA,NA,0,NA,0,0,0,0,1,1,1,1,1,1,3,4,6,7,7,8,10,13,20,24,30,35,45,57,73,86,119,142,172,219,264,289,306,351,387,404,453,469,508
E08000015,NA,NA,NA,NA,1 to 4,NA,1,1,1,1,2,4,5,5,5,5,6,8,8,9,10,10,12,15,16,22,32,40,44,56,69,83,111,130,147,168,220,262,288,353,385,437,489,526,560
E08000016,NA,NA,NA,NA,1 to 4,NA,2,2,2,2,2,2,2,3,5,4,2,6,7,7,7,10,11,15,19,27,42,62,70,79,100,122,134,154,158,200,216,216,238,248,267,297,309,335,372
E08000017,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,2,2,2,0,3,2,3,5,7,9,13,15,21,24,38,44,49,56,79,95,116,117,137,144,144,168,170,183,192,198,202,208
E08000018,NA,NA,NA,NA,0,NA,0,0,0,1,1,1,1,2,2,2,1,4,3,4,6,9,12,16,20,30,39,57,60,70,78,107,129,154,158,202,221,223,240,262,279,321,338,351,364
E08000019,NA,NA,NA,NA,0,NA,0,0,0,0,1,3,3,13,12,15,1,36,40,48,61,82,106,130,174,240,286,361,387,428,451,541,602,715,730,833,882,883,940,1020,1095,1137,1201,1237,1316
E08000021,NA,NA,NA,NA,1 to 4,NA,3,3,4,4,6,6,5,5,4,5,5,13,19,21,28,34,42,49,58,80,121,135,155,186,201,225,252,284,285,348,359,367,432,464,493,518,536,545,592
E08000022,NA,NA,NA,NA,0,NA,1,1,1,1,2,2,3,2,2,3,3,7,10,12,17,18,18,20,23,27,36,46,62,71,76,87,113,133,133,160,180,183,242,262,276,284,294,297,312
E08000023,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,5,6,8,9,10,19,22,27,31,33,44,53,56,57,84,98,101,118,120,123,123,125,126,217
E08000024,NA,NA,NA,NA,0,NA,0,0,1,1,1,1,1,1,1,1,1,3,4,5,11,11,13,20,25,27,55,68,76,86,93,109,131,152,152,236,278,285,343,349,354,356,365,365,647
E08000025,NA,NA,NA,NA,1 to 4,NA,1,1,1,1,2,2,2,5,8,15,20,25,34,54,75,91,137,187,228,290,366,428,513,578,650,734,852,984,1138,1246,1287,1372,1462,1524,1604,1712,1774,1853,1884
E08000026,NA,NA,NA,NA,0,NA,1,3,2,3,3,3,3,3,2,3,3,4,4,7,9,14,19,24,25,35,47,54,79,101,108,127,155,188,215,246,263,277,295,299,335,357,370,393,399
E08000027,NA,NA,NA,NA,0,NA,0,0,1,1,1,1,4,4,4,6,9,10,11,18,19,24,26,40,51,60,81,83,122,136,149,157,194,226,249,283,296,309,341,358,379,403,411,418,459
E08000028,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,1,4,6,6,7,11,15,20,31,47,50,65,103,116,138,144,158,186,215,252,283,316,353,363,399,435,448,491,503,535,555
E08000029,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,4,8,12,19,29,39,54,74,87,117,126,141,164,183,204,215,241,259,268,284,302,313,344,358
E08000030,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1,1,5,11,13,14,16,20,28,29,37,43,60,78,100,108,125,151,176,198,231,270,309,340,359,386,421,436,461,478,481,486,574
E08000031,NA,NA,NA,NA,0,NA,0,0,2,3,4,4,8,9,8,11,18,22,28,39,45,52,69,81,98,103,128,141,153,175,183,208,222,251,275,294,304,335,354,368,388,410,431,447,462
E08000032,NA,NA,NA,NA,1 to 4,NA,1,1,1,1,1,3,4,4,6,7,7,8,7,9,10,11,13,14,16,23,29,37,46,63,80,95,118,135,170,185,204,222,258,278,331,359,377,408,467
E08000033,NA,NA,NA,NA,0,NA,0,0,0,0,0,2,2,3,5,2,3,3,3,5,5,5,7,7,7,9,11,15,29,39,44,54,60,69,69,89,94,94,110,119,122,135,140,150,155
E08000034,NA,NA,NA,NA,0,NA,0,0,0,0,1,1,1,1,3,2,2,2,3,6,8,11,16,17,20,24,33,38,60,72,84,101,114,142,153,185,198,203,235,255,278,295,318,327,354
E08000035,NA,NA,NA,NA,1 to 4,NA,3,3,5,5,5,7,7,9,19,14,11,12,15,17,20,29,35,42,53,67,80,95,113,129,150,192,203,219,272,296,325,340,389,437,504,544,628,677,734
E08000036,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1,2,3,4,5,6,6,8,10,12,13,19,24,34,40,54,62,72,79,95,105,128,153,162,177,200,229,245,274,300,319,335
E08000037,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1,1,1,1,0,1,1,1,2,3,4,5,10,12,23,31,44,52,65,80,95,108,108,168,180,188,230,240,247,253,264,265,445
E09000001,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
E09000002,NA,NA,NA,NA,0,NA,0,0,0,1,1,3,4,5,7,10,9,14,18,21,30,35,42,45,53,72,82,93,100,115,125,130,141,178,183,209,211,222,249,269,279,291,307,316,328
E09000003,NA,NA,NA,NA,1 to 4,NA,3,4,5,8,8,9,14,23,25,25,24,27,28,76,81,88,94,99,100,103,115,117,119,124,130,468,510,547,589,645,666,717,752,788,837,871,913,937,961
E09000004,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1,5,7,8,14,17,22,31,37,39,43,47,59,77,85,102,119,130,137,147,190,217,221,242,250,274,303,343,374,386,402,415,431
E09000005,NA,NA,NA,NA,0,NA,1,3,3,3,3,3,4,14,20,20,24,45,66,75,108,128,143,170,192,228,265,295,321,359,384,506,559,601,663,728,759,819,853,880,912,958,987,1018,1037
E09000006,NA,NA,NA,NA,1 to 4,NA,1,1,1,2,2,2,4,5,7,11,23,32,40,52,63,67,76,93,125,149,188,217,268,277,295,321,366,405,434,489,521,547,583,620,658,697,724,740,766
E09000007,NA,NA,NA,NA,1 to 4,NA,2,2,4,5,7,11,13,19,22,22,20,30,36,46,51,53,60,64,71,85,99,115,119,127,143,212,225,244,263,289,298,321,343,356,373,388,414,421,435
E09000008,NA,NA,NA,NA,0,NA,0,0,0,1,1,1,1,1,2,4,6,32,49,68,81,84,85,128,163,181,219,261,289,313,344,380,437,497,515,558,620,689,763,813,853,893,937,961,982
E09000009,NA,NA,NA,NA,1 to 4,NA,5,5,5,5,5,5,8,18,20,18,21,42,53,54,80,97,106,123,136,165,209,241,265,304,317,350,385,414,445,489,503,533,553,589,624,660,689,730,750
E09000010,NA,NA,NA,NA,0,NA,0,0,1,1,1,1,2,5,6,8,10,27,30,48,54,68,76,84,98,110,136,144,151,164,174,240,264,282,300,333,350,370,392,414,434,459,498,521,552
E09000011,NA,NA,NA,NA,0,NA,0,0,0,1,1,1,1,10,13,18,19,19,33,41,54,61,67,77,97,118,128,148,168,185,200,205,247,277,283,318,322,337,378,410,432,443,460,470,480
